Counter,Row,ColumnCounter,Video,Filename,"What is the start time of the commercial? (Remember to pause the video at the black frame right before the commercial starts, and then click on Share and click the ""start at"" button before copying and pasting the URL here)","What is the END time of the commercial? (Remember to pause the video at the black frame right after the commercial ends, and then click on Share and click the ""start at"" button before copying and pasting the URL here)",Who is the ad's sponsor (or the company who makes the product in the ad)?,"What is the product being advertised, if any?",Is the Commercial Particularly Interesting/Weird/Cool?,Blank,Date,Sponsor--Product,StartTime,EndTime,Time,Interesting,Formula
13,29,73,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=1044,https://youtu.be/6R3Rb-uWf9Q?t=1074,Toyota,Toyota Trucks,No,0,1989 08 19,Toyota--Toyota Trucks,1044,1074,30,,"ffmpeg -ss 1043 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 33 ""Toyota--Toyota Trucks__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_1044s"".mp4"
14,29,79,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=2355,https://youtu.be/6R3Rb-uWf9Q?t=2376,Arm and Hammer,Arm and Hammer Dental Care,No,0,1989 08 19,Arm and Hammer--Arm and Hammer Dental Care,2355,2376,21,,"ffmpeg -ss 2354 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 24 ""Arm and Hammer--Arm and Hammer Dental Care__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_2355s"".mp4"
15,29,85,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=2376,,Arm and Hammer,Arm and Hammer Baking Soda,No,0,1989 08 19,Arm and Hammer--Arm and Hammer Baking Soda,2376,#VALUE!,#VALUE!,,#VALUE!
16,29,91,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=2386,https://youtu.be/6R3Rb-uWf9Q?t=2416,Cheer,Cheer Detergent,No,0,1989 08 19,Cheer--Cheer Detergent,2386,2416,30,,"ffmpeg -ss 2385 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 33 ""Cheer--Cheer Detergent__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_2386s"".mp4"
17,29,97,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=2416,https://youtu.be/6R3Rb-uWf9Q?t=2431,Alcon,Opti-Zyme Enzymatic Cleaner,No,0,1989 08 19,Alcon--Opti-Zyme Enzymatic Cleaner,2416,2431,15,,"ffmpeg -ss 2415 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 18 ""Alcon--Opti-Zyme Enzymatic Cleaner__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_2416s"".mp4"
18,29,103,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=2431,https://youtu.be/6R3Rb-uWf9Q?t=2446,Sunkist,Sunkist Multivitamins,No,0,1989 08 19,Sunkist--Sunkist Multivitamins,2431,2446,15,,"ffmpeg -ss 2430 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 18 ""Sunkist--Sunkist Multivitamins__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_2431s"".mp4"
19,29,109,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=2446,https://youtu.be/6R3Rb-uWf9Q?t=2476,Philadelphia Cream Cheese,Philadelphia Cream Cheese,No,0,1989 08 19,Philadelphia Cream Cheese--Philadelphia Cream Cheese,2446,2476,30,,"ffmpeg -ss 2445 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 33 ""Philadelphia Cream Cheese--Philadelphia Cream Cheese__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_2446s"".mp4"
20,29,115,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=2476,https://youtu.be/6R3Rb-uWf9Q?t=2506,Coca Cola,Coca Cola,No,0,1989 08 19,Coca Cola--Coca Cola,2476,2506,30,,"ffmpeg -ss 2475 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 33 ""Coca Cola--Coca Cola__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_2476s"".mp4"
21,29,121,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=2506,https://youtu.be/6R3Rb-uWf9Q?t=2537,Warner Brothers Studio,Cookie,No,0,1989 08 19,Warner Brothers Studio--Cookie,2506,2537,31,,"ffmpeg -ss 2505 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 34 ""Warner Brothers Studio--Cookie__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_2506s"".mp4"
22,29,127,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=2537,https://youtu.be/6R3Rb-uWf9Q?t=2567,Texaco,Gasoline,No,0,1989 08 19,Texaco--Gasoline,2537,2567,30,,"ffmpeg -ss 2536 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 33 ""Texaco--Gasoline__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_2537s"".mp4"
23,29,133,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=3274,https://youtu.be/6R3Rb-uWf9Q?t=3290,Lion Screen Entertainment,Wired,No,0,1989 08 19,Lion Screen Entertainment--Wired,3274,3290,16,,"ffmpeg -ss 3273 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 19 ""Lion Screen Entertainment--Wired__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_3274s"".mp4"
24,29,139,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=3290,https://youtu.be/6R3Rb-uWf9Q?t=3320,Miller Beer,Miller Beer,No,0,1989 08 19,Miller Beer--Miller Beer,3290,3320,30,,"ffmpeg -ss 3289 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 33 ""Miller Beer--Miller Beer__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_3290s"".mp4"
25,29,145,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=3320,https://youtu.be/6R3Rb-uWf9Q?t=3350,Wendy's ,Big Classic Burger,No,0,1989 08 19,Wendy's --Big Classic Burger,3320,3350,30,,"ffmpeg -ss 3319 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 33 ""Wendy's --Big Classic Burger__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_3320s"".mp4"
26,29,151,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=3350,https://youtu.be/6R3Rb-uWf9Q?t=3350,Summer's Eve,Feminine Wash,No,0,1989 08 19,Summer's Eve--Feminine Wash,3350,3350,0,,"ffmpeg -ss 3349 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 3 ""Summer's Eve--Feminine Wash__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_3350s"".mp4"
27,29,157,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=3350,https://youtu.be/6R3Rb-uWf9Q?t=3395,Listermint,Listermint Mouth Wash,No,0,1989 08 19,Listermint--Listermint Mouth Wash,3350,3395,45,,"ffmpeg -ss 3349 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 48 ""Listermint--Listermint Mouth Wash__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_3350s"".mp4"
28,29,163,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=4251,https://youtu.be/6R3Rb-uWf9Q?t=4281,Unocal 76,High Performance Octane Gas,No,0,1989 08 19,Unocal 76--High Performance Octane Gas,4251,4281,30,,"ffmpeg -ss 4250 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 33 ""Unocal 76--High Performance Octane Gas__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_4251s"".mp4"
29,29,169,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=4281,https://youtu.be/6R3Rb-uWf9Q?t=4311,Nordstrom,Easy Spirit Dress Pumps,No,0,1989 08 19,Nordstrom--Easy Spirit Dress Pumps,4281,4311,30,,"ffmpeg -ss 4280 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 33 ""Nordstrom--Easy Spirit Dress Pumps__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_4281s"".mp4"
30,29,175,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=4311,https://youtu.be/6R3Rb-uWf9Q?t=4341,Mervyn's ,Back to School clothes,No,0,1989 08 19,Mervyn's --Back to School clothes,4311,4341,30,,"ffmpeg -ss 4310 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 33 ""Mervyn's --Back to School clothes__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_4311s"".mp4"
31,29,181,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=4341,https://youtu.be/6R3Rb-uWf9Q?t=4371,Chrysler-Plymouth Dealerships,Chrysler-Plymouth Cars,No,0,1989 08 19,Chrysler-Plymouth Dealerships--Chrysler-Plymouth Cars,4341,4371,30,,"ffmpeg -ss 4340 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 33 ""Chrysler-Plymouth Dealerships--Chrysler-Plymouth Cars__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_4341s"".mp4"
32,29,187,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=4745,https://youtu.be/6R3Rb-uWf9Q?t=4775,Fox ,Open House premiere,No,0,1989 08 19,Fox --Open House premiere,4745,4775,30,,"ffmpeg -ss 4744 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 33 ""Fox --Open House premiere__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_4745s"".mp4"
33,29,193,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=4775,https://youtu.be/6R3Rb-uWf9Q?t=4805,Mervyn's ,Back to School Clothes,No,0,1989 08 19,Mervyn's --Back to School Clothes,4775,4805,30,,"ffmpeg -ss 4774 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 33 ""Mervyn's --Back to School Clothes__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_4775s"".mp4"
34,29,199,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=4805,https://youtu.be/6R3Rb-uWf9Q?t=4835,Sun Valley Water Beds,14th Anniversary Sale,No,0,1989 08 19,Sun Valley Water Beds--14th Anniversary Sale,4805,4835,30,,"ffmpeg -ss 4804 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 33 ""Sun Valley Water Beds--14th Anniversary Sale__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_4805s"".mp4"
35,29,205,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=4835,https://youtu.be/6R3Rb-uWf9Q?t=4835,Queen Mary and Spruce Goose,Cruises,No,0,1989 08 19,Queen Mary and Spruce Goose--Cruises,4835,4835,0,,"ffmpeg -ss 4834 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 3 ""Queen Mary and Spruce Goose--Cruises__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_4835s"".mp4"
36,29,211,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=5519,https://youtu.be/6R3Rb-uWf9Q?t=5549,Mervyn's ,Back to School Clothes,No,0,1989 08 19,Mervyn's --Back to School Clothes,5519,5549,30,,"ffmpeg -ss 5518 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 33 ""Mervyn's --Back to School Clothes__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_5519s"".mp4"
37,29,217,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=5549,https://youtu.be/6R3Rb-uWf9Q?t=5579,Mercury,Mercury Topaz GS Car,No,0,1989 08 19,Mercury--Mercury Topaz GS Car,5549,5579,30,,"ffmpeg -ss 5548 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 33 ""Mercury--Mercury Topaz GS Car__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_5549s"".mp4"
38,29,223,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=5579,https://youtu.be/6R3Rb-uWf9Q?t=5609,Product Movers,Coupons,No,0,1989 08 19,Product Movers--Coupons,5579,5609,30,,"ffmpeg -ss 5578 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 33 ""Product Movers--Coupons__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_5579s"".mp4"
39,29,229,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=5609,https://youtu.be/6R3Rb-uWf9Q?t=5639,Fedco,Enviroresearch Cleaners,No,0,1989 08 19,Fedco--Enviroresearch Cleaners,5609,5639,30,,"ffmpeg -ss 5608 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 33 ""Fedco--Enviroresearch Cleaners__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_5609s"".mp4"
40,29,235,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=5958,https://youtu.be/6R3Rb-uWf9Q?t=5988,Hidden Valley,Ranch Dressing,No,0,1989 08 19,Hidden Valley--Ranch Dressing,5958,5988,30,,"ffmpeg -ss 5957 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 33 ""Hidden Valley--Ranch Dressing__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_5958s"".mp4"
41,29,241,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=5988,https://youtu.be/6R3Rb-uWf9Q?t=6018,Levitz,N/A,No,0,1989 08 19,Levitz--N/A,5988,6018,30,,"ffmpeg -ss 5987 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 33 ""Levitz--N/A__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_5988s"".mp4"
42,29,247,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=6018,https://youtu.be/6R3Rb-uWf9Q?t=6048,Ford,Ford Taurus ,No,0,1989 08 19,Ford--Ford Taurus ,6018,6048,30,,"ffmpeg -ss 6017 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 33 ""Ford--Ford Taurus __ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_6018s"".mp4"
43,29,253,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=6325,https://youtu.be/6R3Rb-uWf9Q?t=6355,Delta,Sinks and Faucets,No,0,1989 08 19,Delta--Sinks and Faucets,6325,6355,30,,"ffmpeg -ss 6324 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 33 ""Delta--Sinks and Faucets__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_6325s"".mp4"
44,29,259,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=6355,https://youtu.be/6R3Rb-uWf9Q?t=6385,Chrysler-Plymouth,Chryslers and Plymouths,No,0,1989 08 19,Chrysler-Plymouth--Chryslers and Plymouths,6355,6385,30,,"ffmpeg -ss 6354 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 33 ""Chrysler-Plymouth--Chryslers and Plymouths__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_6355s"".mp4"
45,29,265,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=6385,https://youtu.be/6R3Rb-uWf9Q?t=6415,Queen Mary,Cruises,No,0,1989 08 19,Queen Mary--Cruises,6385,6415,30,,"ffmpeg -ss 6384 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 33 ""Queen Mary--Cruises__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_6385s"".mp4"
46,29,271,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=6415,https://youtu.be/6R3Rb-uWf9Q?t=6446,Paul's TV,Mitsubishi Big Screen TV,No,0,1989 08 19,Paul's TV--Mitsubishi Big Screen TV,6415,6446,31,,"ffmpeg -ss 6414 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 34 ""Paul's TV--Mitsubishi Big Screen TV__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_6415s"".mp4"
47,29,277,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=7067,https://youtu.be/6R3Rb-uWf9Q?t=7097,Evian,Water,No,0,1989 08 19,Evian--Water,7067,7097,30,,"ffmpeg -ss 7066 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 33 ""Evian--Water__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_7067s"".mp4"
48,29,283,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=7097,https://youtu.be/6R3Rb-uWf9Q?t=7127,Sun Valley Waterbeds,Anniversary Sale,No,0,1989 08 19,Sun Valley Waterbeds--Anniversary Sale,7097,7127,30,,"ffmpeg -ss 7096 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 33 ""Sun Valley Waterbeds--Anniversary Sale__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_7097s"".mp4"
49,29,289,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=7127,https://youtu.be/6R3Rb-uWf9Q?t=7157,Unocal 76,N/A,No,0,1989 08 19,Unocal 76--N/A,7127,7157,30,,"ffmpeg -ss 7126 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 33 ""Unocal 76--N/A__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_7127s"".mp4"
50,29,295,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=7157,https://youtu.be/6R3Rb-uWf9Q?t=7187,Kentucky Fried Chicken,N/A,No,0,1989 08 19,Kentucky Fried Chicken--N/A,7157,7187,30,,"ffmpeg -ss 7156 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 33 ""Kentucky Fried Chicken--N/A__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_7157s"".mp4"
51,29,301,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,https://youtu.be/6R3Rb-uWf9Q?t=7187,https://youtu.be/6R3Rb-uWf9Q?t=7197,Fox ,Mr. Belvedere,No,0,1989 08 19,Fox --Mr. Belvedere,7187,7197,10,,"ffmpeg -ss 7186 -i ""1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM"".mp4 -c copy -t 13 ""Fox --Mr. Belvedere__ zz_1989 08 19_1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM_7187s"".mp4"
52,29,307,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,,,,,,1,1989 08 19,--,#VALUE!,#VALUE!,#VALUE!,,
53,29,313,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,,,,,,1,1989 08 19,--,#VALUE!,#VALUE!,#VALUE!,,
54,29,319,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,,,,,,1,1989 08 19,--,#VALUE!,#VALUE!,#VALUE!,,
55,29,325,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,,,,,,1,1989 08 19,--,#VALUE!,#VALUE!,#VALUE!,,
56,29,331,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,,,,,,1,1989 08 19,--,#VALUE!,#VALUE!,#VALUE!,,
57,29,337,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,,,,,,1,1989 08 19,--,#VALUE!,#VALUE!,#VALUE!,,
58,29,343,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,,,,,,1,1989 08 19,--,#VALUE!,#VALUE!,#VALUE!,,
59,29,349,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,,,,,,1,1989 08 19,--,#VALUE!,#VALUE!,#VALUE!,,
60,29,355,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,,,,,,1,1989 08 19,--,#VALUE!,#VALUE!,#VALUE!,,
61,29,361,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,,,,,,1,1989 08 19,--,#VALUE!,#VALUE!,#VALUE!,,
62,29,367,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,,,,,,1,1989 08 19,--,#VALUE!,#VALUE!,#VALUE!,,
63,29,373,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,,,,,,1,1989 08 19,--,#VALUE!,#VALUE!,#VALUE!,,
64,29,379,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,,,,,,1,1989 08 19,--,#VALUE!,#VALUE!,#VALUE!,,
65,29,385,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,,,,,,1,1989 08 19,--,#VALUE!,#VALUE!,#VALUE!,,
66,29,391,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,,,,,,1,1989 08 19,--,#VALUE!,#VALUE!,#VALUE!,,
67,29,397,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,,,,,,1,1989 08 19,--,#VALUE!,#VALUE!,#VALUE!,,
68,29,403,https://youtu.be/6R3Rb-uWf9Q,1989 08 19 0000 US NA024825 V4 VHS53 MB26 H17 JM,,,,,,1,1989 08 19,--,#VALUE!,#VALUE!,#VALUE!,,
